채널 ID,실시간 채팅의 채널 자동 운영,동영상 기본 허용 댓글 유형,동영상 기본 타겟 시청자층,동영상 기본 라이선스,동영상 기본 위치 위도,동영상 기본 위치 경도
UCzagTodi7rzdUPdJb49C24Q,거짓,설정되지 않음,설정되지 않음,설정되지 않음,0,0





